OD / in,OD / mm,Order Num,Length / in,Length / mm,Rate / lbs per in,Rate / N per mm,Initial Tension / lbs,Initial Tension / N,Sugg. Max. Defl. / in,Sugg. Max. Defl. / mm,Sugg. Max. Load / lbs,Sugg. Max. Load / N,Wire Dia. / in,Wire Dia. / mm,MAT'L,FNSH
0.500,12.70,80742S,2.50,63.5,15,2.6,2,8,1.2,30,19,84,0.069,1.75,SST,N
0.500,12.70,80755,2.50,63.5,27,4.7,3,12,1.1,29,33,147,0.075,1.91,MW,N
0.500,12.70,80755S,2.50,63.5,23,4.0,2,10,.88,22,22,100,0.075,1.91,SST,N
0.500,12.70,223,2.50,63.5,33,5.8,9,41,.77,20,35,154,0.080,2.03,HD,Z
0.500,12.70,B6-64,2.59,65.9,7.6,1.3,3,13,1.7,44,16,72,0.062,1.57,SPR,GI
0.500,12.70,545,2.66,67.5,17,3.0,6,26,1.1,28,25,110,0.072,1.83,HD,Z
0.500,12.70,80652,2.75,69.9,.60,.11,.4,2,7.4,188,4.8,22,0.037,0.94,MW,N
0.500,12.70,80652S,2.75,69.9,.51,.09,.3,2,5.8,148,3.3,15,0.037,0.94,SST,N
0.500,12.70,80665,2.75,69.9,.98,.17,.5,2,6.1,156,6.5,29,0.041,1.04,MW,N
0.500,12.70,80665S,2.75,69.9,.83,.15,.4,2,4.8,123,4.5,20,0.041,1.04,SST,N
0.500,12.70,80679,2.75,69.9,1.6,.28,.7,3,5.0,128,8.6,38,0.045,1.14,MW,N
0.500,12.70,80679S,2.75,69.9,1.3,.23,.6,3,4.0,101,5.9,26,0.045,1.14,SST,N
0.500,12.70,80692,2.75,69.9,2.4,.42,.9,4,4.2,106,11,48,0.049,1.24,MW,N
0.500,12.70,80692S,2.75,69.9,2.0,.36,.7,3,3.3,84,7.5,33,0.049,1.24,SST,N
0.500,12.70,80705,2.75,69.9,4.5,.78,1,6,2.9,75,14,64,0.055,1.40,MW,N
0.500,12.70,5875,2.75,69.9,3.7,.65,2,8,2.5,63,11,49,0.055,1.40,SPR,Z
0.500,12.70,6020,2.75,69.9,3.3,.58,2,8,2.7,68,11,47,0.055,1.40,SST,N
0.500,12.70,B5-49,2.75,69.9,7.7,1.4,3,14,1.8,46,17,76,0.063,1.60,SPR,N
0.500,12.70,80718,2.75,69.9,9.2,1.6,2,8,2.1,54,21,95,0.063,1.60,MW,N
0.500,12.70,80718S,2.75,69.9,7.8,1.4,2,7,1.7,43,15,65,0.063,1.60,SST,N
0.500,12.70,80730,2.75,69.9,13,2.2,4,16,1.8,46,27,120,0.067,1.70,MW,N
0.500,12.70,80730S,2.75,69.9,11,1.9,3,13,1.4,37,19,83,0.067,1.70,SST,N
0.500,12.70,80743,2.75,69.9,15,2.6,2,10,1.7,44,28,123,0.069,1.75,MW,N
0.500,12.70,80743S,2.75,69.9,13,2.2,2,8,1.4,34,19,84,0.069,1.75,SST,N
0.500,12.70,80756,2.75,69.9,23,4.1,3,12,1.3,33,33,147,0.075,1.91,MW,N
0.500,12.70,80756S,2.75,69.9,20,3.5,2,10,1.0,26,22,100,0.075,1.91,SST,N
0.500,12.70,5123,2.78,70.6,7.3,1.3,3,13,1.8,46,16,72,0.062,1.57,HD,Z
0.500,12.70,551,2.88,73.0,60,11,16,72,.59,15,51,229,0.091,2.31,HD,Z
0.500,12.70,M-47,2.97,75.4,2.7,.48,2,7,3.1,78,9.9,44,0.054,1.37,SST,N
0.500,12.70,80653,3.00,76.2,.50,.09,.4,2,8.9,225,4.8,22,0.037,0.94,MW,N
0.500,12.70,80653S,3.00,76.2,.43,.07,.3,2,7.0,178,3.3,15,0.037,0.94,SST,N
0.500,12.70,80666,3.00,76.2,.80,.14,.5,2,7.5,191,6.5,29,0.041,1.04,MW,N
0.500,12.70,80666S,3.00,76.2,.68,.12,.4,2,5.9,151,4.5,20,0.041,1.04,SST,N
0.500,12.70,80680,3.00,76.2,1.4,.24,.7,3,5.7,145,8.6,38,0.045,1.14,MW,N
0.500,12.70,80680S,3.00,76.2,1.2,.21,.6,3,4.5,115,5.9,26,0.045,1.14,SST,N
0.500,12.70,80693,3.00,76.2,2.1,.37,.9,4,4.7,120,11,48,0.049,1.24,MW,N
0.500,12.70,80693S,3.00,76.2,1.8,.32,.7,3,3.7,95,7.5,33,0.049,1.24,SST,N
0.500,12.70,80706,3.00,76.2,3.9,.68,1,6,3.4,85,14,64,0.055,1.40,MW,N
0.500,12.70,80706S,3.00,76.2,3.3,.58,1,5,2.7,67,9.9,44,0.055,1.40,SST,N
0.500,12.70,5876,3.00,76.2,3.3,.59,2,8,2.8,71,11,49,0.055,1.40,SPR,Z
0.500,12.70,B17-163,3.00,76.2,6.4,1.1,3,13,2.1,53,16,72,0.062,1.57,SPR,Z
0.500,12.70,80719,3.00,76.2,8.2,1.4,2,8,2.4,61,21,95,0.063,1.60,MW,N
0.500,12.70,80719S,3.00,76.2,6.9,1.2,2,7,1.9,48,15,65,0.063,1.60,SST,N
0.500,12.70,80731,3.00,76.2,11,2.0,4,16,2.1,53,27,120,0.067,1.70,MW,N
0.500,12.70,80731S,3.00,76.2,9.6,1.7,3,13,1.6,41,19,83,0.067,1.70,SST,N
0.500,12.70,80744,3.00,76.2,13,2.3,2,10,1.9,49,28,123,0.069,1.75,MW,N
0.500,12.70,80744S,3.00,76.2,11,1.9,2,8,1.5,39,19,84,0.069,1.75,SST,N
0.500,12.70,S-580,3.00,76.2,12,2.2,5,24,1.4,36,23,104,0.072,1.83,SST,N
0.500,12.70,80757,3.00,76.2,21,3.6,3,12,1.5,37,33,147,0.075,1.91,MW,N
0.500,12.70,80757S,3.00,76.2,18,3.1,2,10,1.1,29,22,100,0.075,1.91,SST,N
0.500,12.70,227,3.00,76.2,55,9.7,16,72,.64,16,51,229,0.091,2.31,HD,Z
0.500,12.70,B6-48,3.03,77.0,5.8,1.0,3,13,2.2,56,15,69,0.061,1.55,SPR,N
0.500,12.70,538,3.13,79.4,17,3.0,7,31,1.2,31,28,125,0.075,1.91,SPR,Z
0.500,12.70,5071***,3.19,81.0,8.3,1.5,3,13,1.6,40,16,72,0.062,1.57,SPR,Z
0.500,12.70,5574,3.19,81.0,18,3.1,7,31,1.2,30,28,125,0.075,1.91,SPR,Z
0.500,12.70,B6-53,3.25,82.6,4.7,.82,3,12,2.5,65,15,65,0.061,1.55,SST,N
0.500,12.70,5581,3.38,85.7,5.9,1.0,3,13,2.2,57,16,72,0.062,1.57,HD,Z
0.500,12.70,S-623,3.38,85.7,4.8,.85,3,13,2.6,66,15,68,0.062,1.57,SST,N
0.500,12.70,5476,3.38,85.7,14,2.5,6,26,1.3,34,25,110,0.072,1.83,SPR,Z
0.500,12.70,5000,3.44,87.3,2.8,.48,2,7,3.2,81,10,47,0.054,1.37,SPR,Z
0.500,12.70,5328,3.44,87.3,3.0,.52,2,7,3.0,76,10,47,0.054,1.37,SPR,GI
0.500,12.70,80654,3.50,88.9,.40,.07,.4,2,11,282,4.8,22,0.037,0.94,MW,N
0.500,12.70,80654S,3.50,88.9,.34,.06,.3,2,8.8,223,3.3,15,0.037,0.94,SST,N
0.500,12.70,80667,3.50,88.9,.70,.12,.5,2,8.6,218,6.5,29,0.041,1.04,MW,N
0.500,12.70,80667S,3.50,88.9,.60,.10,.4,2,6.8,172,4.5,20,0.041,1.04,SST,N
0.500,12.70,80681,3.50,88.9,1.1,.19,.7,3,7.2,183,8.6,38,0.045,1.14,MW,N
0.500,12.70,80681S,3.50,88.9,.94,.16,.6,3,5.7,144,5.9,26,0.045,1.14,SST,N
0.500,12.70,215,3.50,88.9,1.2,.21,.9,4,5.1,131,7.2,32,0.047,1.19,HD,Z
0.500,12.70,80694,3.50,88.9,1.7,.30,.9,4,5.8,148,11,48,0.049,1.24,MW,N
0.500,12.70,80694S,3.50,88.9,1.5,.26,.7,3,4.6,116,7.5,33,0.049,1.24,SST,N
0.500,12.70,S-581,3.50,88.9,2.2,.39,2,7,3.7,95,9.9,44,0.054,1.37,SST,N
0.500,12.70,80707,3.50,88.9,3.2,.56,1,6,4.1,104,14,64,0.055,1.40,MW,N
0.500,12.70,6021,3.50,88.9,2.5,.43,2,8,3.6,91,11,47,0.055,1.40,SST,N
0.500,12.70,228,3.50,88.9,5.4,.95,3,13,2.4,62,16,72,0.062,1.57,HD,Z
0.500,12.70,80720,3.50,88.9,6.7,1.2,2,8,2.9,75,21,95,0.063,1.60,MW,N
0.500,12.70,80720S,3.50,88.9,5.7,.99,2,7,2.3,59,15,65,0.063,1.60,SST,N
0.500,12.70,80732,3.50,88.9,9.2,1.6,4,16,2.5,65,27,120,0.067,1.70,MW,N
0.500,12.70,80732S,3.50,88.9,7.8,1.4,3,13,2.0,51,19,83,0.067,1.70,SST,N
0.500,12.70,80745,3.50,88.9,11,1.9,2,10,2.4,60,28,123,0.069,1.75,MW,N
0.500,12.70,80745S,3.50,88.9,9.1,1.6,2,8,1.9,48,19,84,0.069,1.75,SST,N
0.500,12.70,224,3.50,88.9,12,2.1,6,26,1.6,40,25,110,0.072,1.83,HD,Z
0.500,12.70,S-582,3.50,88.9,11,1.9,5,24,1.6,42,23,104,0.072,1.83,SST,N
0.500,12.70,80758,3.50,88.9,17,2.9,3,12,1.8,46,33,147,0.075,1.91,MW,N
0.500,12.70,80758S,3.50,88.9,14,2.5,2,10,1.4,36,22,100,0.075,1.91,SST,N
0.500,12.70,5333,3.75,95.3,1.6,.28,1,5,4.4,111,8.2,37,0.050,1.27,SPR,Z
0.500,12.70,550,3.75,95.3,2.3,.41,2,7,3.8,96,10,47,0.054,1.37,HD,Z
0.500,12.70,B5-41,3.75,95.3,2.1,.36,2,7,4.0,103,9.9,44,0.054,1.37,SST,N
0.500,12.70,416,3.75,95.3,2.5,.44,2,7,3.5,89,10,47,0.054,1.37,SPR,Z
0.500,12.70,5881,3.75,95.3,5.3,.93,3,14,2.6,66,17,76,0.063,1.60,SPR,Z
0.500,12.70,481,3.80,96.4,.10,.02,.1,.6,24,617,2.7,12,0.030,0.76,MW,Z
0.500,12.70,476,3.84,97.6,2.5,.43,2,7,3.6,91,10,47,0.054,1.37,HD,Z
0.500,12.70,5157,3.88,98.4,1.1,.20,.9,4,5.6,143,7.2,32,0.047,1.19,HD,Z
0.500,12.70,12352,3.91,99.2,4.3,.75,3,13,3.0,75,15,69,0.061,1.55,SPR,Z
0.500,12.70,5446,4.00,101.6,.11,.02,.1,.6,24,611,2.7,12,0.030,0.76,MW,Z
0.500,12.70,80655,4.00,101.6,.30,.05,.4,2,15,376,4.8,22,0.037,0.94,MW,N
0.500,12.70,80655S,4.00,101.6,.26,.04,.3,2,12,297,3.3,15,0.037,0.94,SST,N
0.500,12.70,5618,4.00,101.6,.51,.09,.5,2,8.4,213,4.8,21,0.041,1.04,SPR,Z
0.500,12.70,80668,4.00,101.6,.60,.11,.5,2,10,255,6.5,29,0.041,1.04,MW,N
0.500,12.70,80668S,4.00,101.6,.51,.09,.4,2,7.9,201,4.5,20,0.041,1.04,SST,N
0.500,12.70,80682,4.00,101.6,.90,.16,.7,3,8.8,223,8.6,38,0.045,1.14,MW,N
0.500,12.70,80682S,4.00,101.6,.77,.13,.6,3,7.0,177,5.9,26,0.045,1.14,SST,N
0.500,12.70,80695,4.00,101.6,1.4,.25,.9,4,7.0,177,11,48,0.049,1.24,MW,N
0.500,12.70,80695S,4.00,101.6,1.2,.21,.7,3,5.5,140,7.5,33,0.049,1.24,SST,N
0.500,12.70,80762,4.00,101.6,1.4,.25,.9,4,7.0,178,11,48,0.049,1.24,MW,N
0.500,12.70,80762S,4.00,101.6,1.2,.21,.7,3,5.5,140,7.5,33,0.049,1.24,SST,N
0.500,12.70,641,4.00,101.6,2.3,.40,2,7,3.9,98,10,47,0.054,1.37,HD,Z
0.500,12.70,80708,4.00,101.6,2.7,.47,1,6,4.9,123,14,64,0.055,1.40,MW,N
0.500,12.70,80708S,4.00,101.6,2.3,.40,1,5,3.8,97,9.9,44,0.055,1.40,SST,N
0.500,12.70,5934,4.00,101.6,2.4,.42,2,8,3.9,99,11,49,0.055,1.40,SPR,Z
0.500,12.70,B5-47,4.00,101.6,2.1,.37,2,8,4.2,106,11,47,0.055,1.40,SST,N
0.500,12.70,5647***,4.00,101.6,5.1,.89,3,13,2.6,66,16,72,0.062,1.57,SPR,Z
0.500,12.70,5788,4.00,101.6,4.7,.82,3,13,2.7,68,15,68,0.062,1.57,SST,N
0.500,12.70,80721,4.00,101.6,5.6,.97,2,8,3.5,89,21,95,0.063,1.60,MW,N
0.500,12.70,80721S,4.00,101.6,4.7,.83,2,7,2.8,71,15,65,0.063,1.60,SST,N
0.500,12.70,80733,4.00,101.6,7.8,1.4,4,16,3.0,76,27,120,0.067,1.70,MW,N
0.500,12.70,80733S,4.00,101.6,6.6,1.2,3,13,2.4,60,19,83,0.067,1.70,SST,N
0.500,12.70,80746,4.00,101.6,8.9,1.6,2,10,2.9,73,28,123,0.069,1.75,MW,N
0.500,12.70,80746S,4.00,101.6,7.6,1.3,2,8,2.3,57,19,84,0.069,1.75,SST,N
0.500,12.70,5588,4.00,101.6,14,2.4,7,31,1.6,40,28,125,0.075,1.91,SPR,Z
0.500,12.70,80759,4.00,101.6,14,2.5,3,12,2.2,55,33,147,0.075,1.91,MW,N
0.500,12.70,80759S,4.00,101.6,12,2.1,2,10,1.7,42,22,100,0.075,1.91,SST,N
0.500,12.70,220,4.00,101.6,19,3.3,9,41,1.4,34,35,154,0.080,2.03,HD,Z
0.500,12.70,80762,4.00,101.6,1.4,.25,.9,4,7.0,178,11,48,0.049,1.24,MW,N
0.500,12.70,80762S,4.00,101.6,1.2,.21,.7,3,5.5,140,7.5,33,0.049,1.24,SST,N
0.500,12.70,5290,4.19,106.4,10,1.8,6,26,1.8,47,25,110,0.072,1.83,SPR,Z
0.500,12.70,5489,4.25,108.0,4.4,.78,3,13,3.0,76,16,72,0.062,1.57,SPR,Z
0.500,12.70,S-583,4.25,108.0,8.5,1.5,5,24,2.1,53,23,104,0.072,1.83,SST,N
0.500,12.70,5877,4.28,108.7,2.2,.38,2,8,4.2,107,11,49,0.055,1.40,SPR,N
0.500,12.70,5458,4.31,109.5,5.5,.96,3,13,2.4,61,16,72,0.062,1.57,SPR,GI
0.500,12.70,12367,4.38,111.1,4.1,.72,3,13,3.2,82,16,72,0.062,1.57,SPR,N
0.500,12.70,80656,4.50,114.3,.30,.05,.4,2,15,376,4.8,22,0.037,0.94,MW,N
0.500,12.70,80656S,4.50,114.3,.26,.04,.3,2,12,297,3.3,15,0.037,0.94,SST,N
0.500,12.70,80669,4.50,114.3,.50,.09,.5,2,12,305,6.5,29,0.041,1.04,MW,N
0.500,12.70,80669S,4.50,114.3,.43,.07,.4,2,9.5,241,4.5,20,0.041,1.04,SST,N
0.500,12.70,80683,4.50,114.3,.80,.14,.7,3,9.9,251,8.6,38,0.045,1.14,MW,N
0.500,12.70,80683S,4.50,114.3,.68,.12,.6,3,7.8,199,5.9,26,0.045,1.14,SST,N
0.500,12.70,5003**,4.50,114.3,1.3,.22,1,5,5.6,142,8.2,37,0.049,1.24,SPR,Z
0.500,12.70,80696,4.50,114.3,1.2,.21,.9,4,8.3,212,11,48,0.049,1.24,MW,N
0.500,12.70,80696S,4.50,114.3,1.0,.18,.7,3,6.6,167,7.5,33,0.049,1.24,SST,N
0.500,12.70,229,4.50,114.3,1.9,.34,2,7,4.6,117,10,47,0.054,1.37,HD,Z
0.500,12.70,80709,4.50,114.3,2.3,.40,1,6,5.7,145,14,64,0.055,1.40,MW,N
0.500,12.70,80709S,4.50,114.3,2.0,.34,1,5,4.5,114,9.9,44,0.055,1.40,SST,N
0.500,12.70,5878,4.50,114.3,2.3,.40,2,9,4.3,109,12,52,0.056,1.42,SPR,N
0.500,12.70,5935,4.50,114.3,2.8,.48,2,10,3.9,100,13,58,0.058,1.47,SPR,Z
0.500,12.70,92,4.50,114.3,4.1,.73,3,13,3.2,81,16,72,0.062,1.57,HD,Z
0.500,12.70,6059,4.50,114.3,4.6,.81,3,14,4.2,107,23,101,0.063,1.60,MW,Z
0.500,12.70,80722,4.50,114.3,4.8,.84,2,8,4.1,103,21,95,0.063,1.60,MW,N
0.500,12.70,80722S,4.50,114.3,4.1,.71,2,7,3.2,82,15,65,0.063,1.60,SST,N
0.500,12.70,80734,4.50,114.3,6.7,1.2,4,16,3.5,89,27,120,0.067,1.70,MW,N
0.500,12.70,80734S,4.50,114.3,5.7,1.0,3,13,2.8,70,19,83,0.067,1.70,SST,N
0.500,12.70,80747,4.50,114.3,7.8,1.4,2,10,3.3,83,28,123,0.069,1.75,MW,N
0.500,12.70,80747S,4.50,114.3,6.6,1.2,2,8,2.6,65,19,84,0.069,1.75,SST,N
0.500,12.70,80760,4.50,114.3,12,2.1,3,12,2.5,63,33,147,0.075,1.91,MW,N
0.500,12.70,80760S,4.50,114.3,10,1.8,2,10,1.9,49,22,100,0.075,1.91,SST,N
0.500,12.70,S-584,4.75,120.7,1.6,.28,2,7,5.3,134,9.9,44,0.054,1.37,SST,N
0.500,12.70,6024,4.75,120.7,3.6,.63,3,14,3.6,92,16,72,0.063,1.60,SST,N
0.500,12.70,5938,4.75,120.7,4.4,.77,3,15,3.3,83,18,80,0.064,1.63,SPR,Z
0.500,12.70,B6-55,4.75,120.7,3.9,.69,3,15,3.5,89,17,76,0.064,1.63,SST,N
0.500,12.70,S-585,4.75,120.7,7.5,1.3,5,24,2.4,60,23,104,0.072,1.83,SST,N
0.500,12.70,5461,4.88,123.8,3.8,.67,3,13,3.5,88,16,72,0.062,1.57,SPR,Z
0.500,12.70,80657,5.00,127.0,.20,.04,.4,2,22,564,4.8,22,0.037,0.94,MW,N
0.500,12.70,80657S,5.00,127.0,.17,.03,.3,2,18,445,3.3,15,0.037,0.94,SST,N
0.500,12.70,80670,5.00,127.0,.40,.07,.5,2,15,382,6.5,29,0.041,1.04,MW,N
0.500,12.70,80670S,5.00,127.0,.34,.06,.4,2,12,302,4.5,20,0.041,1.04,SST,N
0.500,12.70,80684,5.00,127.0,.70,.12,.7,3,11,287,8.6,38,0.045,1.14,MW,N
0.500,12.70,80684S,5.00,127.0,.60,.10,.6,3,8.9,227,5.9,26,0.045,1.14,SST,N
0.500,12.70,80697,5.00,127.0,1.1,.19,.9,4,9.1,231,11,48,0.049,1.24,MW,N
0.500,12.70,80697S,5.00,127.0,.94,.16,.7,3,7.2,182,7.5,33,0.049,1.24,SST,N
0.500,12.70,80710,5.00,127.0,2.0,.36,1,6,6.4,164,14,64,0.055,1.40,MW,N
0.500,12.70,80710S,5.00,127.0,1.7,.30,1,5,5.1,129,9.9,44,0.055,1.40,SST,N
0.500,12.70,S-586,5.00,127.0,3.1,.55,3,13,4.0,101,15,68,0.062,1.57,SST,N
0.500,12.70,5939,5.00,127.0,3.8,.67,3,14,3.6,92,17,76,0.063,1.60,SPR,Z
0.500,12.70,80723,5.00,127.0,4.3,.74,2,8,4.6,117,21,95,0.063,1.60,MW,N
0.500,12.70,80723S,5.00,127.0,3.6,.63,2,7,3.6,92,15,65,0.063,1.60,SST,N
0.500,12.70,80735,5.00,127.0,5.9,1.0,4,16,4.0,101,27,120,0.067,1.70,MW,N
0.500,12.70,80735S,5.00,127.0,5.0,.88,3,13,3.1,79,19,83,0.067,1.70,SST,N
0.500,12.70,80748,5.00,127.0,6.8,1.2,2,10,3.7,95,28,123,0.069,1.75,MW,N
0.500,12.70,80748S,5.00,127.0,5.8,1.0,2,8,3.0,75,19,84,0.069,1.75,SST,N
0.500,12.70,94,5.00,127.0,8.2,1.4,6,26,2.3,58,25,110,0.072,1.83,HD,Z
0.500,12.70,80761,5.00,127.0,11,1.9,3,12,2.8,72,33,147,0.075,1.91,MW,N
0.500,12.70,80761S,5.00,127.0,9.1,1.6,2,10,2.2,56,22,100,0.075,1.91,SST,N
0.500,12.70,5364,5.25,133.4,15,2.6,9,41,1.7,43,35,154,0.080,2.03,SPR,Z
0.500,12.70,S-624,5.50,139.7,1.4,.24,2,7,6.2,156,9.9,44,0.054,1.37,SST,N
0.500,12.70,233,5.50,139.7,3.3,.57,3,13,4.0,102,16,72,0.062,1.57,HD,Z
0.500,12.70,5053***,5.50,139.7,39,6.9,16,72,.90,23,51,229,0.091,2.31,HD,Z
0.500,12.70,5149,5.63,142.9,8.5,1.5,6,29,2.4,61,27,120,0.074,1.88,SPR,Z
0.500,12.70,5069,5.69,144.4,7.2,1.3,6,26,2.6,66,25,110,0.072,1.83,SPR,Z
0.500,12.70,5085,5.75,146.1,6.8,1.2,6,26,2.8,70,25,110,0.072,1.83,HD,Z
0.500,12.70,5681,5.88,149.2,15,2.6,11,48,1.9,48,39,174,0.083,2.11,SPR,GI
0.500,12.70,12392,6.00,152.4,2.4,.42,3,12,5.0,127,15,65,0.060,1.52,SPR,Z
0.500,12.70,5603,6.00,152.4,3.0,.53,3,13,4.4,111,16,72,0.062,1.57,HD,Z
0.500,12.70,5669,6.00,152.4,3.1,.55,3,13,4.2,107,16,72,0.062,1.57,SPR,Z
0.500,12.70,12372,6.00,152.4,3.1,.55,3,14,4.4,112,17,76,0.063,1.60,SPR,Z
0.500,12.70,198,6.00,152.4,12,2.0,9,41,2.2,56,35,154,0.080,2.03,HD,Z
0.500,12.70,S-625,6.50,165.1,1.1,.19,2,7,7.6,193,9.9,44,0.054,1.37,SST,N
0.500,12.70,5023,6.63,168.3,3.4,.59,4,16,4.5,115,19,84,0.065,1.65,SPR,Z
0.500,12.70,5357,6.88,174.6,2.8,.49,3,14,4.9,124,17,76,0.063,1.60,SPR,Z
0.500,12.70,5051***,7.00,177.8,3.1,.54,3,12,3.9,99,15,65,0.060,1.52,HD,Z
0.500,12.70,244,7.00,177.8,5.6,.99,6,26,3.4,85,25,110,0.072,1.83,HD,Z
0.500,12.70,5685***,7.13,181.0,8.1,1.4,6,29,2.5,64,27,120,0.074,1.88,SPR,GI
0.500,12.70,6074,7.13,181.0,6.8,1.2,6,29,3.0,76,27,120,0.074,1.88,SPR,Z
0.500,12.70,5295***,7.75,196.9,7.2,1.3,4,16,2.1,53,19,84,0.065,1.65,SPR,N
0.500,12.70,5506,7.88,200.0,2.6,.45,3,15,5.6,142,18,80,0.064,1.63,SPR,Z
0.500,12.70,122,8.50,215.9,.46,.08,.9,4,14,346,7.2,32,0.047,1.19,HD,Z
0.500,12.70,123,8.50,215.9,.94,.17,2,7,9.3,237,10,47,0.054,1.37,HD,Z
0.500,12.70,5101,9.38,238.1,4.1,.71,6,26,4.6,118,25,110,0.072,1.83,HD,Z
0.500,12.70,5293,9.50,241.3,1.8,.31,3,13,7.4,189,16,72,0.062,1.57,SPR,Z
0.500,12.70,5306,9.63,244.5,1.8,.32,3,13,7.3,186,16,72,0.062,1.57,SPR,Z
0.500,12.70,12363,9.75,247.7,1.7,.30,3,13,7.8,197,16,72,0.062,1.57,SPR,N
0.500,12.70,12361,9.88,250.8,1.8,.32,3,14,7.6,192,17,76,0.063,1.60,SPR,N
0.500,12.70,12351*,12.0,304.8,1.8,.31,4,16,8.6,218,19,84,0.065,1.65,SPR,Z
0.500,12.70,5528,13.3,336.6,2.8,.50,6,26,6.7,169,25,110,0.072,1.83,HD,Z
0.500,12.70,12676,16.0,406.4,.42,.07,2,7,20,506,9.9,44,0.054,1.37,SST,N
0.500,12.70,6107,16.4,415.9,2.3,.40,.00,.00,8.2,208,19,84,0.072,1.83,HD,Z
0.515,13.08,5231,1.00,25.4,114,20,9,38,.22,5.5,33,149,0.080,2.03,SPR,Z
0.515,13.08,ZZ1-64,1.06,27.0,29,5.0,3,13,.45,11,16,70,0.062,1.57,SPR,GI
0.515,13.08,539,1.50,38.1,16,2.9,3,13,.79,20,16,70,0.062,1.57,HD,Z
0.515,13.08,B1-52,2.22,56.4,4.7,.82,2,7,1.8,46,10,45,0.055,1.40,SST,N
0.515,13.08,5441,2.78,70.6,54,9.4,15,67,.64,16,49,220,0.091,2.31,SPR,Z
0.515,13.08,5507**,3.38,85.7,.21,.04,.2,.9,16,403,3.5,15,0.033,0.84,MW,Z
0.515,13.08,12384,3.78,96.0,36,6.3,15,67,.95,24,49,220,0.091,2.31,SPR,Z
0.515,13.08,12374,4.00,101.6,8.6,1.5,5,23,2.1,53,23,103,0.071,1.80,SPR,Z
0.515,13.08,12386*,11.8,298.5,1.3,.22,3,13,10,258,16,70,0.062,1.57,SPR,Z
0.531,13.49,5312,1.63,41.3,58,10,8,35,.42,11,32,143,0.080,2.03,SPR,Z
0.531,13.49,B17-168,3.31,84.1,40,7.1,15,65,.86,22,49,219,0.092,2.34,SPR,Z
0.531,13.49,B17-178,3.78,96.0,.20,.03,.2,1,13,337,2.8,13,0.035,0.89,SPR,Z
0.531,13.49,12389,4.00,101.6,10,1.8,6,27,2.0,50,27,118,0.075,1.91,SPR,Z
0.562,14.27,5347,2.19,55.6,18,3.2,4,20,.95,24,22,97,0.072,1.83,SPR,Z
0.562,14.27,5029,2.38,60.3,242,42,42,185,.28,7.1,109,486,0.120,3.05,HD,Z
0.562,14.27,S-587,2.50,63.5,2.4,.42,1,5,3.1,80,8.7,39,0.054,1.37,SST,N
0.562,14.27,5178,2.50,63.5,12,2.1,4,20,1.4,36,22,97,0.072,1.83,HD,Z
0.562,14.27,S-588,2.75,69.9,10,1.8,4,19,1.6,41,21,91,0.072,1.83,SST,N
0.562,14.27,5113,2.84,72.2,93,16,23,102,.52,13,71,316,0.105,2.67,HD,GI
0.562,14.27,5638,2.88,73.0,3.2,.56,2,7,2.9,73,11,48,0.057,1.45,SPR,Z
0.562,14.27,733,2.88,73.0,11,1.9,4,20,1.6,41,22,97,0.072,1.83,HD,Z
0.562,14.27,642,3.00,76.2,2.3,.40,1,6,3.4,88,9.2,41,0.054,1.37,HD,Z
0.562,14.27,S-589,3.00,76.2,1.9,.33,1,5,4.0,101,8.7,39,0.054,1.37,SST,N
0.562,14.27,5109,3.00,76.2,38,6.6,12,54,.85,22,44,196,0.091,2.31,HD,Z
0.562,14.27,81,3.25,82.6,.99,.17,.7,3,5.8,148,6.5,29,0.047,1.19,HD,Z
0.562,14.27,S-590,3.25,82.6,29,5.1,12,51,1.0,26,41,184,0.091,2.31,SST,N
0.562,14.27,5632**,3.41,86.5,4.5,.79,2,10,2.6,66,14,63,0.062,1.57,SPR,Z
0.562,14.27,80,3.50,88.9,30,5.3,12,54,1.1,27,44,196,0.091,2.31,HD,Z
0.562,14.27,5563,3.63,92.1,3.9,.68,2,10,3.0,77,14,63,0.062,1.57,HD,Z
0.562,14.27,5372,3.63,92.1,13,2.2,4,20,1.4,35,22,97,0.072,1.83,SPR,Z
0.562,14.27,12375,3.75,95.3,3.4,.59,2,10,3.5,90,14,63,0.062,1.57,SPR,Z
0.562,14.27,S-591,3.75,95.3,6.9,1.2,4,19,2.4,60,21,91,0.072,1.83,SST,N
0.562,14.27,91,4.00,101.6,.76,.13,.7,3,7.6,194,6.5,29,0.047,1.19,HD,Z
0.562,14.27,5837,4.00,101.6,1.1,.19,.9,4,8.2,209,10,44,0.050,1.27,MW,Z
0.562,14.27,S-592,4.00,101.6,1.3,.23,1,5,5.6,142,8.7,39,0.054,1.37,SST,N
0.562,14.27,S-593,4.25,108.0,21,3.7,12,51,1.4,36,41,184,0.091,2.31,SST,N
0.562,14.27,B5-55,4.47,113.5,.70,.12,.8,4,8.7,222,6.9,31,0.048,1.22,SPR,N
0.562,14.27,95,5.00,127.0,5.6,.97,4,20,3.1,79,22,97,0.072,1.83,HD,Z
0.562,14.27,S-594,5.00,127.0,4.9,.86,4,19,3.3,84,21,91,0.072,1.83,SST,N
0.562,14.27,5490,5.09,129.4,5.5,.97,4,20,3.1,80,22,97,0.072,1.83,SPR,Z
